Latitude,Longitude ,FY Obligation Year,Lender_Name,Borrower_Name,Project Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Date_Loan_Closing, Loan_Amount ,Total_Development_Cost,Loan_to_Cost,Tax_Credit_Indicator,Colonias_Tribal_Indicator,EZ/EC_Indicator,Population_Obligation,Median_Household_Income_Obligation,Project_Size,Project_Type,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Total_3_Bedroom_Units,Total_4_Bedroom_Units,Total_5_Bedroom_Units,Br1 Unit Average Contract Rent,Br2 Unit Average Contract Rent,Br3 Unit Average Contract Rent,Br4 Unit Average Contract Rent,Br5 Unit Average Contract Rent,Construction_Type
44.069812,-116.923146,2012,BONNEVILLE MORTGAGE COMPANY,PAYETTE TOWNHOUSES LTD. PTN.,PAYETTE TOWNHOUSES,415 SOUTH 16TH STREET, , ,PAYETTE,ID,836610000,6/18/13 0:00,"$750,000",3147148,0.24,Y,N,N,7433,41656,27,FAMILY,0,22,5,0,0,0,706,853,0,0,REHAB/REPAIR
48.07199,-122.173237,2012,BONNEVILLE MORTGAGE COMPANY,"APD HOUSING PARTNERS 16, LP",WELLINGTON APTS,4239 84TH STREET NE (WELLINGTON),4300 88TH ST NE (WISH WELL), ,MARYSVILLE,WA,982700000,9/20/12 0:00,"$3,702,958",7175554,0.52,Y,N,N,60020,88000,68,MIXED,8,20,4,28,8,725,800,900,775,875,REHAB/REPAIR
35.592776,-80.799232,2012,"GREYSTONE SERVICING CORPORATION, INC.",NEW PARK AVE PLACE APARTMENTS LLC,PARK AVE PLACE APARTMENTS,400 WEST PARK AVE, , ,MOORESVILLE,NC,281150000,7/17/12 0:00,"$1,164,000",2663367,0.44,Y,N,N,22133,61800,32,FAMILY,8,24,0,0,0,530,595,0,0,0,REHAB/REPAIR
32.769921,-89.122444,2012,STERLING BANK,"PHILADELPHIA HOUSING, L.P.",PHILADELPHIA APARTMENTS,305 PEARL STREET, , ,PHILADELPHIA,MS,393500000,11/8/14 0:00,"$349,000",3645595,0.1,Y,N,N,7303,40800,40,FAMILY,0,40,0,0,0,0,565,0,0,0,REHAB/REPAIR
45.390581,-122.255545,2014,BELLWETHER ENTERPRISE REAL ESTATE,"HOLIDAY GARDEN APARTMENTS, LLC",HOLIDAY GARDEN SANDY APARTMENT,39665 EVANS STREET, , ,SANDY,OR,970550000,9/30/15 0:00,"$550,000",3675845,0.15,Y,N,N,9570,68300,28,SENIOR,24,4,0,0,0,585,653,0,0,0,REHAB/REPAIR
47.51606,-120.485634,2015,CHURCHILL MORTGAGE INVESTMENT LLC,HOPESOURCE II RURAL PRESERV ASSOC LLLP,CASHMERE PARK,302 FISHER STREET, , ,CASHMERE,WA,988150000,3/10/16 0:00,"$643,000",2398326,0.27,Y,N,N,3063,58700,24,SENIOR,24,0,0,0,0,538,0,0,0,0,REHAB/REPAIR
41.252019,-122.134691,2013,BELLWETHER ENTERPRISE REAL ESTATE,"MCCLOUD RIVER COMMUNITY PARTNERS, LP",MCCLOUD RIVER APARTMENTS,110 WATER STREET, , ,MCCLOUD,CA,960570000,12/4/14 0:00,"$775,000",5922373,0.13,Y,N,N,1101,57900,42,FAMILY,16,20,6,0,0,665,740,770,0,0,REHAB/REPAIR
34.839569,-114.621674,2013,BONNEVILLE MORTGAGE COMPANY,HPD RIVERVIEW TERRACE LP,RIVERVIEW TERRACE APARTMENTS,1933 ERIN DRIVE, , ,NEEDLES,CA,923630000,8/5/14 0:00,"$250,000",6716988,0.04,Y,N,N,4844,52607,60,FAMILY,20,40,0,0,0,571,673,0,0,0,REHAB/REPAIR
34.839569,-114.621674,2012,BONNEVILLE MORTGAGE COMPANY,HPD RIVERVIEW TERRACE LP,RIVERVIEW TERRACE APARTMENTS,1933 ERIN DRIVE, , ,NEEDLES,CA,923630000,8/5/14 0:00,"$1,150,000",6716988,0.17,Y,N,N,4844,52607,60,FAMILY,20,40,0,0,0,571,673,0,0,0,REHAB/REPAIR
41.423065,-122.382698,2009,BONNEVILLE MORTGAGE COMPANY,HPD BOLES CREEK LP,BOLES CREEK APARTMENTS,245-335 EAST LAKE STREET, , ,WEED,CA,960940000,3/30/11 0:00,"$1,350,000",5935893,0.23,Y,N,N,2978,29530,50,FAMILY,16,34,0,0,0,620,760,0,0,0,REHAB/REPAIR
47.454866,-122.819803,2015,CHURCHILL MORTGAGE INVESTMENT LLC,"CAC 515 PRESERVATION PORTFOLIO ASSO,LLLP",ASHFORD HOUSE I AND II,24170 NE HIGHWAY 3, , ,BELFAIR,WA,985280000,9/10/15 0:00,"$717,000",6177772,0.12,Y,N,N,5967,52745,48,SENIOR,44,4,0,0,0,586,674,0,0,0,REHAB/REPAIR
34.758537,-77.939545,2014,P/R MORTGAGE & INVESTMENT CORP,"SOUTHERLAND VILLAGE, LLC",SOUTHERLAND VILLAGE APARTMENTS,737 EAST SOUTHERLAND STREET, , ,WALLACE,NC,284660000,11/25/14 0:00,"$715,000",6361337,0.11,Y,N,N,3880,52400,48,FAMILY,8,28,12,0,0,429,502,562,0,0,NEW CONSTRUCTION
38.997463,-80.194016,2014,BELLWETHER ENTERPRISE REAL ESTATE,PRINGLE HOUSE LIMITED PARTNERSHIP,PRINGLE HOUSE,STATE ROUTE 20, , ,BUCHANNON,WV,262010000,4/29/16 0:00,"$600,000",6233241,0.1,Y,N,N,5635,35473,40,SENIOR,31,9,0,0,0,360,425,0,0,0,NEW CONSTRUCTION
31.233989,-84.196232,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",COTTONWOOD POINTE,COTTONWOOD POINTE,388 SYLVESTER RD BOX 49, , ,CAMILLA,GA,317300000,4/6/06 0:00,"$440,000",4392000,0.1,Y,N,N,5669,22485,48,SENIOR,24,24,0,0,0,297,319,0,0,0,NEW CONSTRUCTION
33.918304,-109.287842,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","EAGLE COVE APARTMENTS, LLLP",EAGLE COVE APARTMENTS,174 STATE HIGHWAY #180, , ,EAGER,AZ,859250000,4/10/08 0:00,"$500,000",5250403,0.1,Y,N,N,4033,37378,48,FAMILY,0,24,24,0,0,0,398,464,0,0,NEW CONSTRUCTION
46.908087,-102.791244,2010,LANCASTER POLLARD MORTGAGE COMPANY,MDI LIMITED PARTNERSHIP #103,PRAIRIE HILLS TOWNHOMES,2341 4TH AVE W, , ,DICKINSON,ND,586010000,3/28/12 0:00,"$1,360,300",5919803,0.23,Y,N,N,16265,41566,36,FAMILY,0,18,18,0,0,0,563,679,0,0,NEW CONSTRUCTION
32.546054,-83.895722,2007,"SUNTRUST CDC, LLC","MAGNOLIA TERRACE APARTMENTS II, LP",MAGNOLIA TERRACE II,718 GREEN STREET, , ,FT VALLEY,GA,310300000,4/23/08 0:00,"$605,000",4478400,0.14,Y,N,N,8005,19646,36,FAMILY,4,16,16,0,0,240,260,290,0,0,NEW CONSTRUCTION
32.659092,-83.749495,2005,CB&T-A DIVISION OF SYNOVUS BANK,HEATHROW SENIOR VILLAGE LP,HEATHROW SENIOR VILLAGE,116 WOODLAND DRIVE, , ,BYRON,GA,310080000,4/29/05 0:00,"$1,136,000",4714826,0.24,Y,N,N,2887,52600,52,SENIOR,8,38,6,0,0,400,450,475,0,0,NEW CONSTRUCTION
46.014332,-112.538191,2011,BONNEVILLE MORTGAGE COMPANY,MEADOWLANDS APARTMENTS LLC,MEADOWLANDS APARTMENTS LLC,115 W. GRANITE ST., , ,BUTTE,MT,597010000,10/23/12 0:00,"$1,455,597",6849387,0.21,Y,N,N,33892,30402,48,SENIOR,32,16,0,0,0,415,498.75,0,0,0,NEW CONSTRUCTION
42.632521,-71.913785,2008,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",,ASHLEY COURT,27 SCHOOL STREET, , ,ASHBURNHAM,MA,14300000,6/27/08 0:00,"$1,200,000",1910750,0.63,N,N,N,5546,47874,24,SENIOR,24,0,0,0,0,875,0,0,0,0,OTHER
40.739868,-82.819992,2007,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","WESLEY YARD, LLC",WESLEY YARD,890 DORIS DRIVE, , ,CRESTLINE,OH,448270000,1/29/08 0:00,"$1,475,000",9036269,0.16,Y,N,N,5088,31292,46,FAMILY,0,0,23,23,0,0,0,390,560,0,NEW CONSTRUCTION
38.952464,-85.838372,1997,P/R MORTGAGE & INVESTMENT CORP,PEDCOR INV. 1997 XXXII L.P. SYCAMORE,"80 UNITS (1, 2, 3 BR)",2650 BRENT TREE LANE, , ,SEYMOUR,IN,472740000,8/16/99 0:00,"$3,800,000",4700000,0.81,Y,N,N,19265,44633,80,FAMILY,32,40,8,0,0,530,631,715,0,0,OTHER
40.38221,-80.730359,2000,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",BRIARWOOD LP,BRAIRWOOD,TWO RIDGE ROAD, , ,WINTERSVILLE,OH,439530000,5/28/03 0:00,"$1,800,000",5969610,0.3,Y,N,N,4100,38100,76,FAMILY,8,26,26,16,0,375,440,495,545,0,NEW CONSTRUCTION
40.38221,-80.730359,2003,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",BRIARWOOD LP,BRAIRWOOD,TWO RIDGE ROAD, , ,WINTERSVILLE,OH,439530000,5/28/03 0:00,"$100,000",5969610,0.02,Y,N,N,4100,38100,76,FAMILY,8,26,26,16,0,375,440,495,545,0,NEW CONSTRUCTION
40.452152,-122.283516,2012,BONNEVILLE MORTGAGE COMPANY,"SHADY LANE PARTNERS, LP",SHADY LANE APARTMENTS,2401 SHADY LANE, , ,ANDERSON,CA,960070000,5/17/13 0:00,"$1,017,215",3579333,0.28,Y,N,N,9932,41023,34,FAMILY,6,10,18,0,0,369,483,483,0,0,REHAB/REPAIR
27.60651,-81.50624,2010,BONNEVILLE MORTGAGE COMPANY,"NORTH CENTRAL HEIGHTS II, LLC",NORTH CENTRAL HEIGHTS PHASE II,CENTRAL AVE. & PALMETTO AVE., , ,AVON PARK,FL,338250000,7/1/10 0:00,"$588,000",5512175,0.11,Y,N,N,8542,30160,32,FAMILY,0,0,28,4,0,0,0,539,674,0,NEW CONSTRUCTION
31.730268,-83.251581,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",MULBERRY COURT LP,MULBERRY COURT,154 W. JACK ALLEN RD, , ,FITZGERALD,GA,317500000,3/27/07 0:00,"$250,000",5280000,0.05,Y,N,N,8940,27100,48,SENIOR,24,24,0,0,0,325,375,0,0,0,NEW CONSTRUCTION
35.213713,-114.024757,2007,BONNEVILLE MORTGAGE COMPANY,"TIVOLI HEIGHTS II, LLC",TIVOLI HEIGHTS VILLAGE-PHS II,3180 HARRISON STREET, , ,KINGMAN,AZ,864013603,9/13/12 0:00,"$1,254,972",7549381,0.17,Y,N,N,20069,34086,48,,8,20,20,0,0,398,536,624,0,0,NEW CONSTRUCTION
36.339816,-92.401818,2000,FIRST SECURITY BANK,"PARK WEST APARTMENTS, LTD.",PARK WEST APARTMENTS,559 EMBASSY PARKWAY, , ,MOUNTAIN HOME,AR,726530000,6/2/03 0:00,"$1,340,000",2219524,0.6,Y,N,Y,9027,62550,36,SENIOR,0,0,36,0,0,0,0,490,0,0,NEW CONSTRUCTION
44.786925,-69.38219,2007,BANGOR SAVINGS BANK,CEI HOUSING INC,WEST BRANCH TERRACE,39 SEBASTICOOK STREET, , ,PITTSFIELD,ME,49670000,9/15/08 0:00,"$1,934,700",2431700,0.8,N,N,N,4214,32868,40,SENIOR,38,2,0,0,0,355,410,0,0,0,OTHER
43.475582,-110.744865,2014,BONNEVILLE MORTGAGE COMPANY,CEDAR CREEK HOUSING LIMITED PARTNERSHIP,CEDAR CREEK I- FKA:BRANDYCHASE,345 RANCHER STREET, , ,JACKSON,WY,830010000,3/2/15 0:00,"$2,034,580",4383230,0.46,Y,N,N,9577,58481,24,FAMILY,12,12,0,0,0,1089,1308,0,0,0,REHAB/REPAIR
31.486128,-109.421181,2014,BONNEVILLE MORTGAGE COMPANY,"COCHISE PACIFIC ASSOCIATES, LP",SUN RAY FAMILY APARTMENTS, , , ,DOUGLAS,AZ,856070000,12/17/15 0:00,"$750,000",11118445,0.07,Y,N,N,17378,45906,56,FAMILY,0,23,33,0,0,0,608,703,0,0,NEW CONSTRUCTION
35.800684,-84.264676,2014,BONNEVILLE MORTGAGE COMPANY,"LOUDON HALL APARTMENTS, L.P.",KELLY POINTE,211 KELLY LANE, , ,LENOIR CITY,TN,377710000,4/15/14 0:00,"$2,100,000",7797223,0.27,Y,N,N,8642,60700,56,FAMILY,8,32,16,0,0,569,683,789,0,0,NEW CONSTRUCTION
38.253357,-78.376778,2014,CHURCHILL MORTGAGE INVESTMENT LLC,LILY RIDGE VA LLC,LILY RIDGE APARTMENTS,BUCK DRIVE EXTENSION, , ,RUCKERSVILLE,VA,229680000,4/14/16 0:00,"$2,222,564",6888704,0.32,Y,N,N,8938,77500,48,FAMILY,8,28,12,0,0,654,872,1007,0,0,NEW CONSTRUCTION
48.472324,-122.339272,2012,BONNEVILLE MORTGAGE COMPANY,"APD HOUSING PARTNERS 16, LP",WOODGATE APARTMENTS,308 WOODGATE PLACE, , ,BURLINGTON,WA,982330000,9/20/12 0:00,"$1,890,000",3578483,0.53,Y,N,N,8388,55458,40,SENIOR,40,0,0,0,0,675,0,0,0,0,REHAB/REPAIR
47.592926,-120.674341,2015,CHURCHILL MORTGAGE INVESTMENT LLC,HOPESOURCE II RURAL PRESERV ASSOC LLLP,BERG ROSE,263 MINE STREET, , ,LEAVENWORTH,WA,988260000,3/10/16 0:00,"$1,086,800",3127467,0.35,Y,N,N,1965,58700,29,SENIOR,25,3,1,0,0,604,604,654,0,0,REHAB/REPAIR
33.982204,-112.74118,2004,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",BRADSHAW VISTA APARTMENTS LLC,BRADSHAW VISTA APARTMENTS,560 PENN LANE, , ,WICKENBURG,AZ,852240000,7/28/05 0:00,"$1,665,424",4842499,0.34,Y,N,N,5082,30417,48,FAMILY,6,18,24,0,0,420,512,585,0,0,OTHER
42.526428,-71.580132,2010,NORTH MIDDLESEX SAVINGS BANK,"BOWERS BROOK, LLC",BOWERS BROOK SENIOR HOUSING,196 AYER ROAD, , ,HARVARD,MA,14510000,10/3/12 0:00,"$3,000,000",11089508,0.27,Y,N,N,5981,72100,42,SENIOR,26,16,0,0,0,960,1190,0,0,0,NEW CONSTRUCTION
34.585197,-117.409569,2011,BONNEVILLE MORTGAGE COMPANY,"RC INVESTMENT GROUP, LP",DESERT VIEW APARTMENTS,18414 JONATHAN ROAD, , ,ADELANTO,CA,923010000,7/25/11 0:00,"$940,000",2828584,0.33,Y,N,N,18130,42066,30,FAMILY,0,30,0,0,0,0,825,0,0,0,REHAB/REPAIR
40.103548,-82.916052,2008,BELLWETHER ENTERPRISE REAL ESTATE,"FOREST EDGE, LLC",FOREST EDGE,229 HUBER VILLAGE BLVD.,SUITE 100, ,WESTERVILLE,OH,430810000,4/21/09 0:00,"$1,635,000",7228841,0.23,Y,N,N,465,42969,36,FAMILY,0,0,12,24,0,0,0,515,648,0,NEW CONSTRUCTION
39.398666,-123.354955,2012,BONNEVILLE MORTGAGE COMPANY,HPD GLENN-CREEK LP,OAK GLENN AND OAK CREEK APTS,1299 LOCUST STREET, , ,WILLITS,CA,954900000,3/26/13 0:00,"$2,360,000",9226116,0.26,Y,N,N,5073,35996,69,FAMILY,28,36,5,0,0,704,847,1066,0,0,REHAB/REPAIR
32.252167,-109.84285,2004,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",WILLCOX TOWHOMES LLC,WILLCOX TOWNHOMES,804 HOCH ROAD, , ,WILLCOX,AZ,856430000,6/28/05 0:00,"$946,524",4857673,0.19,Y,N,N,3733,43900,40,FAMILY,0,20,20,0,0,0,435,498,0,0,NEW CONSTRUCTION
27.59561,-81.50663,2010,BONNEVILLE MORTGAGE COMPANY,NORTH CENTRAL HEIGHTS LLC,NORTH CENTRAL HEIGHTS,SW CORNER OF W. PALMETTO STREET,AND NORTH CENTRAL AVE., ,AVON PARK,FL,338260000,7/1/10 0:00,"$650,000",7152721,0.09,Y,N,N,8542,30160,40,FAMILY,0,0,20,20,0,0,0,501,606,0,NEW CONSTRUCTION
39.451865,-83.836572,2004,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","WILMINGTON HOUSING PARTNERS, LTD.",CLINTON GLEN,478 THORN AVE, , ,WILMINGTON,OH,451770000,3/22/05 0:00,"$475,000",2680071,0.18,Y,N,N,11921,54400,30,FAMILY,0,15,15,0,0,0,464,540,0,0,REHAB/REPAIR
37.757431,-120.870369,2008,BONNEVILLE MORTGAGE COMPANY,CIC OAKRIDGE LP,OAKRIDGE APARTMENTS,10 WILLOWOOD DRIVE, , ,OAKDALE,CA,953610000,7/22/10 0:00,"$604,622",5592147,0.11,Y,N,N,15503,40101,41,FAMILY,24,17,0,0,0,424,424,0,0,0,REHAB/REPAIR
41.897252,-92.270055,2008,LANCASTER POLLARD MORTGAGE COMPANY,"BPI, NAHF",BP1,1307 12TH AVE., , ,BELLE PLAINE,IA,522081663,1/26/10 0:00,"$1,302,700",1944717,0.67,N,N,N,2862,36316,70,SENIOR,52,18,0,0,0,347.41,416.67,0,0,0,REHAB/REPAIR
41.897252,-92.270055,2009,LANCASTER POLLARD MORTGAGE COMPANY,"BPI, NAHF",BP1,1307 12TH AVE., , ,BELLE PLAINE,IA,522081663,1/26/10 0:00,"$157,200",1944717,0.08,N,N,N,2862,36316,70,SENIOR,52,18,0,0,0,347.41,416.67,0,0,0,REHAB/REPAIR
35.888199,-81.519913,2010,BONNEVILLE MORTGAGE COMPANY,"BRADLEY LENOIR, LLC",CALDWELL GARDENS,1520 BERKLEY STREET, , ,LENOIR,NC,286450000,6/19/12 0:00,"$1,891,447",7946333,0.24,Y,N,N,16793,35739,97,FAMILY,18,49,22,8,0,466,542,630,709,0,REHAB/REPAIR
34.732885,-81.647983,2011,BONNEVILLE MORTGAGE COMPANY,UNION II ELDERLY HOUSING LTD,BRITTANY MANOR APARTMENTS,296 MEANSVILLE RD, , ,UNION,SC,293760000,11/28/12 0:00,"$424,251",8554251,0.05,Y,N,N,8793,31441,78,SENIOR,20,58,0,0,0,485,520,0,0,0,REHAB/REPAIR
34.662823,-79.540692,2008,"GREYSTONE SERVICING CORPORATION, INC.",NEW BRECKENRIDGE APARTMENTS LLC,BRECKENRIDGE APARTMENTS,510 SOUTH MAIN STREET, , ,MCCOLL,SC,295700000,3/1/10 0:00,"$585,000",1913927,0.31,Y,N,N,2384,38400,24,SENIOR,24,0,0,0,0,450,0,0,0,0,REHAB/REPAIR
40.554695,-84.556221,2006,LANCASTER POLLARD MORTGAGE COMPANY,"BUCKEYE COMMUNITY FOURTEEN, L.P.",CELINA GARDENS,710 DEVONSHIRE DRIVE, , ,CELINA,OH,458220000,6/9/09 0:00,"$625,000",4206003,0.15,Y,N,N,10303,36057,32,FAMILY,0,16,12,4,0,0,439,559,645,0,REHAB/REPAIR
37.774647,-120.849411,2011,BONNEVILLE MORTGAGE COMPANY,"OAKDALE HERITAGE OAK SENIORS, LP",HERITAGE OAK SENIOR APARTMENTS,730 OLD STOCKTON ROAD, , ,OAKDALE,CA,953610000,11/22/13 0:00,"$1,200,000",10665361,0.11,Y,N,N,15503,40101,50,SENIOR,40,10,0,0,0,446,804,0,0,0,NEW CONSTRUCTION
42.469601,-90.566521,2003,KEYBANK NA,ANCHOR HOUSING L.P. X,BADGER RIDGE HOMES,19323 RIDGE DRIVE, , ,EAST DUBUQUE,IL,610250000,2/17/04 0:00,"$1,500,000",9096188,0.16,Y,N,N,1900,43750,42,FAMILY,0,0,42,0,0,0,0,585,0,0,NEW CONSTRUCTION
39.304924,-83.989258,2009,BELLWETHER ENTERPRISE REAL ESTATE,"BLANCHESTER SENIOR HOUSING PARTNERS, LTD",BLANCHESTER SENIOR APARTMENTS,344 PANSY PIKE, , ,BLANCHESTER,OH,451070000,5/7/10 0:00,"$500,000",6178951,0.08,Y,N,N,4220,35608,40,SENIOR,0,40,0,0,0,0,565,0,0,0,NEW CONSTRUCTION
36.750788,-120.386802,2012,BONNEVILLE MORTGAGE COMPANY,"MENDOTA HURON COMMUNITY PARTNERS, LP",MIDLAND MANOR APARTMENTS,550 DERRICK AVENUE, , ,MENDOTA,CA,936402557,8/31/12 0:00,"$790,000",2831997,0.28,Y,N,N,7890,34725,40,FAMILY,40,0,0,0,0,501,0,0,0,0,REHAB/REPAIR
33.779026,-79.015924,2011,P/R MORTGAGE & INVESTMENT CORP,NEW LEGACY APARTMENTS LLC,LEGACY APARTMENTS,204 LEGACY WAY, , ,CONWAY,SC,295260000,12/27/12 0:00,"$2,850,000",9748150,0.29,Y,N,N,11788,36470,90,FAMILY,0,42,48,0,0,0,489,650,0,0,REHAB/REPAIR
35.203583,-118.840805,2010,BONNEVILLE MORTGAGE COMPANY,"ARVIN SQUARE, A CA LP",ARVIN APARTMENTS,1410 HOOD STREET, , ,ARVIN,CA,932030000,10/6/10 0:00,"$900,000",8001008,0.11,Y,N,N,4246,31461,51,FAMILY,12,36,3,0,0,302,363,419,0,0,REHAB/REPAIR
35.466156,-86.057526,2006,REGIONS BANK D/B/A REGIONS MORTGAGE,"MANCHESTER ASSOCIATES I, LLC",RIVENDELL APARTMENTS,555 EXPRESSWAY DRIVE, , ,MANCHESTER,TN,373550000,7/31/06 0:00,"$925,000",3906993,0.24,Y,N,N,7700,42900,48,MIXED,12,24,12,0,0,350,200,450,0,0,NEW CONSTRUCTION
39.212894,-83.612076,2008,BELLWETHER ENTERPRISE REAL ESTATE,"HILLSBORO SENIOR HOUSING PARTNERS, LTD.",HILLSBORO SENIOR APARTMENTS,1201 N WEST ST, , ,HILLSBORO,OH,451330000,6/2/08 0:00,"$1,012,000",5393322,0.19,Y,N,N,6368,25998,42,SENIOR,0,42,0,0,0,0,413,0,0,0,NEW CONSTRUCTION
39.648361,-84.161049,2008,BELLWETHER ENTERPRISE REAL ESTATE,"CLINTON COMMONS II HOUSING PARTNERS, LTD",CLINTON COMMONS II,100 COMMONS LANE, , ,WILMINGTON,OH,451770000,4/18/08 0:00,"$770,000",4638742,0.17,Y,N,N,11921,34880,40,SENIOR,0,40,0,0,0,0,473,0,0,0,NEW CONSTRUCTION
36.693069,-121.598404,2010,BONNEVILLE MORTGAGE COMPANY,"SALINAS PACIFIC ASSOCIATES, A CA LP",TRESOR APARTMENTS,1041 BUCKHORN DRIVE, , ,SALINAS,CA,939050000,9/30/11 0:00,"$825,000",22029835,0.04,Y,N,N,151060,43720,81,FAMILY,24,40,17,0,0,436,436,436,0,0,NEW CONSTRUCTION
36.693069,-121.598404,2012,BONNEVILLE MORTGAGE COMPANY,"SALINAS PACIFIC ASSOCIATES, A CA LP",TRESOR APARTMENTS,1041 BUCKHORN DRIVE, , ,SALINAS,CA,939050000,9/25/12 0:00,"$300,000",22029835,0.01,Y,N,N,151060,43720,81,FAMILY,24,40,17,0,0,436,436,436,0,0,NEW CONSTRUCTION
36.693069,-121.598404,2009,BONNEVILLE MORTGAGE COMPANY,"SALINAS PACIFIC ASSOCIATES, A CA LP",TRESOR APARTMENTS,1041 BUCKHORN DRIVE, , ,SALINAS,CA,939050000,9/30/11 0:00,"$2,200,000",22029835,0.1,Y,N,N,151060,43720,81,FAMILY,24,40,17,0,0,436,436,436,0,0,NEW CONSTRUCTION
36.917233,-121.769348,2012,BONNEVILLE MORTGAGE COMPANY,"WATSONVILLE PACIFIC ASSOCIATES, A CA LP",PACIFICA APARTMENTS,201 PACIFICA BLVD, , ,WATSONVILLE,CA,950760000,11/14/12 0:00,"$1,100,000",6797257,0.16,Y,N,N,44265,37617,20,FAMILY,0,14,6,0,0,0,587,675,0,0,NEW CONSTRUCTION
34.127487,-116.440018,2009,BONNEVILLE MORTGAGE COMPANY,"HPD SUNNYSLOPE, LP",SUNNYSLOPE APATMENTS,6947 MOHAWK TRAIL, , ,YUCCA VALLEY,CA,922840000,4/27/12 0:00,"$1,630,000",4008336,0.41,Y,N,N,16865,45066,33,FAMILY,13,10,10,0,0,402,477,538,0,0,OTHER
41.48829,-93.494666,2009,LANCASTER POLLARD MORTGAGE COMPANY,NATIONAL AFFORDABLE HOUSING FOUNDATION,SCOTCHVIEW MANOR,705 JOHN GOODHUE DR., , ,CARLISLE,IA,500470000,12/15/09 0:00,"$587,500",929896,0.63,N,N,N,5092,49028,16,SENIOR,16,0,0,0,0,525,0,0,0,0,REHAB/REPAIR
31.962307,-110.288489,2006,BONNEVILLE MORTGAGE COMPANY,LA HABRA 2004 L P,LA HABRA APARTMENTS,600 S. HIGHWAY 80, , ,BENSON,AZ,856020000,10/1/10 0:00,"$800,000",4988379,0.16,Y,N,N,4711,28289,48,FAMILY,0,28,20,0,0,0,318,363,0,0,NEW CONSTRUCTION
40.987123,-79.616158,2008,LANCASTER POLLARD MORTGAGE COMPANY,EAST BRADY PARTNERS,ALLEGHENY HILLS RETIREMENT RES,421 KELLY'S WAY, , ,EAST BRADY,PA,160280000,3/4/08 0:00,"$3,470,400",12210292,0.28,Y,N,N,1038,26667,79,SENIOR,74,5,0,0,0,500,666,0,0,0,REHAB/REPAIR
31.293188,-82.847275,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",JT CYPRESSWOOD LP,CYPRESSWOOD APARTMENTS,509 PITTMAN AVE, , ,PEARSON,GA,316420000,10/10/06 0:00,"$1,010,000",2901249,0.35,Y,N,N,1805,22188,27,FAMILY,8,12,7,0,0,456,502,574,0,0,REHAB/REPAIR
34.891216,-85.143585,2002,KEYBANK NA,"BEDFORD PLACE, LP",BEDFORD PLACE APARTMENTS,60 BEDFORD PLACE, , ,RINGGOLD,GA,307360000,4/3/03 0:00,"$1,200,000",7618000,0.16,Y,N,N,2422,37596,88,FAMILY,20,48,20,0,0,365,430,523,0,0,NEW CONSTRUCTION
34.603451,-112.33461,2010,BONNEVILLE MORTGAGE COMPANY,VIEW POINT/PRESCOTT VALLEY LP,VIEW POINT SENIOR COMMUNITY,3845 NORTH VIEW POINT DRIVE, , ,PRESCOTT VALLEY,AZ,863140000,12/8/10 0:00,"$800,000",10052238,0.08,Y,N,N,23500,53800,50,SENIOR,28,22,0,0,0,365,445,0,0,0,NEW CONSTRUCTION
36.768742,-120.385803,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","81 CASA DE ROSA APARTMENTS, L.P.",CASA DE ROSA APARTEMENTS,654 LOZANO STREET, , ,MENDOTA,CA,936400000,3/15/06 0:00,"$2,185,397",10832969,0.2,Y,N,N,7890,23705,81,FAMILY,8,25,40,8,0,414,471,573,640,0,NEW CONSTRUCTION
35.18882,-114.055428,2006,BONNEVILLE MORTGAGE COMPANY,"TIVOLI HEIGHTS VILLAGE HOUSING, LP",TIVOLI HEIGHTS VILLAGE HOUSING,SEC OF HARRISON STREET &,INTERSTATE 40, ,KINGMAN,AZ,864040000,9/18/12 0:00,"$1,018,000",7658907,0.13,Y,N,N,25680,37053,48,FAMILY,14,14,20,0,0,442,531,614,0,0,NEW CONSTRUCTION
39.20182,-122.005409,2012,BONNEVILLE MORTGAGE COMPANY,"WESCOTT ROAD PARTNERS, LP",COLUSA GARDEN APARTMENTS,1319 WESCOTT ROAD, , ,COLUSA,CA,959320000,6/29/12 0:00,"$1,380,000",6581468,0.21,Y,N,N,5402,35062,96,FAMILY,32,64,0,0,0,252,252,0,0,0,REHAB/REPAIR
